Commit,Date,Author,Feature Files,Total Lines,Message
95713ab,2008-09-30 23:08:53,Aslak Hellesøy,23,0,Support empty features [#24 state:resolved]
75d6712,2008-09-30 23:08:53,Aslak Hellesøy,23,0,Support empty features [#24 state:resolved]
174c0be,2008-09-30 23:11:26,Aslak Hellesøy,23,0,Merge branch 'master' of git://github.com/sterrym/cucumber
849dd20,2008-09-30 23:11:26,Aslak Hellesøy,23,0,Merge branch 'master' of git://github.com/sterrym/cucumber
d916659,2008-09-30 23:35:57,Aslak Hellesøy,23,0,Refresh gemspec
65146d0,2008-09-30 23:35:57,Aslak Hellesøy,24,0,Refresh gemspec
195c7f1,2008-10-01 15:46:15,Joseph Wilk,24,0,"Revert ""Failing spec for feature with no scenarios""

This reverts commit 195c7f102e8a3d2fd2a3631202a"
c8c8029,2008-10-01 15:46:15,Joseph Wilk,24,0,"Revert ""Failing spec for feature with no scenarios""

This reverts commit 195c7f102e8a3d2fd2a3631202a"
dd23dc4,2008-10-01 15:46:33,Joseph Wilk,24,0,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
5f2e503,2008-10-01 15:46:33,Joseph Wilk,24,0,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
d666ba1,2008-10-01 23:31:58,Aslak Hellesøy,24,0,Add a new spec
25cc54b,2008-10-01 23:31:58,Aslak Hellesøy,24,0,Add a new spec
17f40dc,2008-10-01 23:36:31,Aslak Hellesøy,24,0,Use newest RSpec - Prepare for Gem release on Rubyforge
ec92bd2,2008-10-01 23:36:31,Aslak Hellesøy,23,0,Use newest RSpec - Prepare for Gem release on Rubyforge
ab7d664,2008-10-01 23:38:50,Aslak Hellesøy,23,0,Aiit. Let's call it 0.1.6
0c963db,2008-10-01 23:38:50,Aslak Hellesøy,24,0,Aiit. Let's call it 0.1.6
220e649,2008-10-02 02:55:21,Tim Glen,24,0,Bugfix for selects call
b93b416,2008-10-02 02:55:21,Tim Glen,24,0,Bugfix for selects call
b1f86fa,2008-10-02 12:03:49,Aslak Hellesøy,24,0,Merge branch 'master' of git://github.com/sterrym/cucumber
9f5523b,2008-10-02 12:03:49,Aslak Hellesøy,24,0,Merge branch 'master' of git://github.com/sterrym/cucumber
6fcb832,2008-10-02 12:05:15,Aslak Hellesøy,24,0,Be more helpful about language keywords. Bump version number.
367bdbd,2008-10-02 12:05:15,Aslak Hellesøy,24,0,Be more helpful about language keywords. Bump version number.
a0e3555,2008-10-02 12:07:04,Aslak Hellesøy,24,0,Keep track of changes
d20723a,2008-10-02 12:07:04,Aslak Hellesøy,23,0,Keep track of changes
2689ac5,2008-10-02 14:20:20,Joseph Wilk,23,0,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
b442d92,2008-10-02 14:20:20,Joseph Wilk,24,0,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
0713251,2008-10-02 21:29:18,Joseph Wilk,24,0,Add option for source mode where the step file and step line number are shown next to the steps
caa4b71,2008-10-02 21:29:18,Joseph Wilk,24,0,Add option for source mode where the step file and step line number are shown next to the steps
495f6c0,2008-10-03 00:25:44,Aslak Hellesøy,24,0,Merge branch 'master' of git://github.com/JoeSniff/cucumber
d91b597,2008-10-03 00:25:44,Aslak Hellesøy,24,0,Merge branch 'master' of git://github.com/JoeSniff/cucumber
f25c057,2008-10-03 00:41:54,Aslak Hellesøy,24,0,Use new --source option
1591034,2008-10-03 00:41:54,Aslak Hellesøy,24,0,Use new --source option
2ebee1e,2008-10-03 14:23:37,Aslak Hellesøy,24,0,Align step comments
9fedaa4,2008-10-03 14:23:37,Aslak Hellesøy,24,0,Align step comments
179cbe6,2008-10-03 15:12:26,Aslak Hellesøy,24,0,"Refactor duplication, fix small bug in calculation of a proc's line"
cd699b6,2008-10-03 15:12:26,Aslak Hellesøy,24,0,"Refactor duplication, fix small bug in calculation of a proc's line"
f7bac3b,2008-10-03 16:15:03,Aslak Hellesoy,24,0,Colors work on non-windows jruby
c29eef7,2008-10-03 16:18:49,Aslak Hellesoy,24,0,Merge branch 'master' of git@github.com:aslakhellesoy/cucumber
f77ad4e,2008-10-03 16:18:49,Aslak Hellesoy,24,0,Merge branch 'master' of git@github.com:aslakhellesoy/cucumber
c00e358,2008-10-04 16:59:23,unknown,24,0,Bug fix for command line arguments getting lost when using --profile
085d0c7,2008-10-04 16:59:23,unknown,24,0,Bug fix for command line arguments getting lost when using --profile
059d72b,2008-10-04 22:06:04,Aslak Hellesøy,24,0,Remove at_exit hook. No longer needed.
ac616f6,2008-10-04 22:06:04,Aslak Hellesøy,24,0,Remove at_exit hook. No longer needed.
8afb00e,2008-10-04 22:34:33,Aslak Hellesøy,11,0,Added But keyword [#21 state:resolved]
0e3d204,2008-10-04 22:34:33,Aslak Hellesøy,25,0,Added But keyword [#21 state:resolved]
4130e17,2008-10-04 22:58:58,Aslak Hellesøy,25,0,Better regexp in step snippets
fec8f64,2008-10-04 22:58:58,Aslak Hellesøy,24,0,Better regexp in step snippets
378f853,2008-10-04 22:59:48,Aslak Hellesøy,24,0,Added Bryan's code from #3 - will look for a way to incorporate into Cucumber
d9c9186,2008-10-04 22:59:48,Aslak Hellesøy,24,0,Added Bryan's code from #3 - will look for a way to incorporate into Cucumber
2c6831d,2008-10-05 14:17:52,Aslak Hellesoy,24,0,Merge branch 'master' of git@github.com:aslakhellesoy/cucumber
14083e0,2008-10-05 14:17:52,Aslak Hellesoy,24,0,Merge branch 'master' of git@github.com:aslakhellesoy/cucumber
2931d21,2008-10-05 14:30:39,Aslak Hellesoy,24,0,Hack to make colours work again on Windows. Can be removed when Win32/Console is fixed.
4ae0adf,2008-10-05 14:30:39,Aslak Hellesoy,24,0,Hack to make colours work again on Windows. Can be removed when Win32/Console is fixed.
0f2ea9b,2008-10-05 16:16:17,Aslak Hellesoy,24,0,Adding spec for DOS line endings.
ad9e437,2008-10-05 16:16:17,Aslak Hellesoy,24,0,Adding spec for DOS line endings.
fed7ce4,2008-10-05 19:26:57,Aslak Hellesøy,24,0,Make steps callable from other steps [#3 state:resolved]
c988612,2008-10-05 19:26:57,Aslak Hellesøy,25,0,Make steps callable from other steps [#3 state:resolved]
a49cc76,2008-10-05 19:27:20,Aslak Hellesøy,25,0,Merge branch 'master' of git@github.com:aslakhellesoy/cucumber
3424dda,2008-10-05 19:27:20,Aslak Hellesøy,25,0,Merge branch 'master' of git@github.com:aslakhellesoy/cucumber
fd3870e,2008-10-05 19:33:16,Aslak Hellesøy,25,0,Enable English by default when running specs
555530c,2008-10-05 19:33:16,Aslak Hellesøy,26,0,Enable English by default when running specs
6734f23,2008-10-05 20:02:18,Aslak Hellesøy,26,0,Fixed parser so it can parse DOS line endingds [#2 state:resolved] and [#28 state:resolved]
85446f4,2008-10-05 20:02:18,Aslak Hellesøy,24,0,Fixed parser so it can parse DOS line endingds [#2 state:resolved] and [#28 state:resolved]
127e074,2008-10-05 20:09:12,Aslak Hellesøy,24,0,I like the source feature so much that I've made sources the default behaviour. It can be turned off
8f883cc,2008-10-05 20:09:12,Aslak Hellesøy,26,0,I like the source feature so much that I've made sources the default behaviour. It can be turned off
611d10d,2008-10-05 20:53:04,Aslak Hellesøy,26,0,Document the new features
a3eb432,2008-10-05 20:53:04,Aslak Hellesøy,26,0,Document the new features
e195ab8,2008-10-05 22:16:22,Aslak Hellesøy,26,0,Exclude generated parser from RDoc
74001da,2008-10-05 22:16:22,Aslak Hellesøy,26,0,Exclude generated parser from RDoc
3317b8d,2008-10-06 07:47:12,Diego Carrion,26,0,"fixed: when Test::Unit.run was not defined, world.rb was not able to run"
318ad36,2008-10-06 07:47:12,Diego Carrion,26,0,"fixed: when Test::Unit.run was not defined, world.rb was not able to run"
a1891a8,2008-10-06 14:24:24,Joseph Wilk,26,0,Fix the HTMLFormatter to use actual FIT table headers rather than constants.
7cf7d51,2008-10-06 14:24:24,Joseph Wilk,26,0,Fix the HTMLFormatter to use actual FIT table headers rather than constants.
2c0d439,2008-10-06 15:24:15,Aslak Hellesøy,26,0,Shorten paths if possible
497d641,2008-10-06 15:24:15,Aslak Hellesøy,26,0,Shorten paths if possible
ef4b963,2008-10-07 00:06:29,Jon Stenqvist,26,0,Fixed fixed the swedish word 'När' and changed 'Gitt' (no) to 'Givet' (se). Added swedish calculator
bd4c7fc,2008-10-07 00:06:29,Jon Stenqvist,26,0,Fixed fixed the swedish word 'När' and changed 'Gitt' (no) to 'Givet' (se). Added swedish calculator
5c360c6,2008-10-07 00:56:04,unknown,26,0,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
52d9557,2008-10-07 00:56:04,unknown,26,0,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
308e113,2008-10-07 22:02:04,Aslak Hellesøy,26,0,Support comments above the first scenario [#31 status:resolved milestone:0.1.8]
67f4bb6,2008-10-07 22:02:04,Aslak Hellesøy,26,0,Support comments above the first scenario [#31 status:resolved milestone:0.1.8]
cb6fb90,2008-10-07 22:05:29,Aslak Hellesøy,26,0,Merge branch 'master' of git://github.com/dcrec1/cucumber
4c58dc0,2008-10-07 22:05:29,Aslak Hellesøy,27,0,Merge branch 'master' of git://github.com/dcrec1/cucumber
bc1bba5,2008-10-07 22:16:10,Aslak Hellesøy,27,0,shuffled rails specs around a little
80e507b,2008-10-07 22:16:10,Aslak Hellesøy,26,0,shuffled rails specs around a little
4190083,2008-10-07 22:18:52,Aslak Hellesøy,26,0,Merge branch 'master' of git://github.com/jnstq/cucumber
c5a472e,2008-10-07 22:18:52,Aslak Hellesøy,26,0,Merge branch 'master' of git://github.com/jnstq/cucumber
0974324,2008-10-07 22:27:38,Aslak Hellesøy,26,0,Merge JoeSniff's HTML fixes
00e4ca9,2008-10-07 22:27:38,Aslak Hellesøy,26,0,Merge JoeSniff's HTML fixes
ae154a8,2008-10-07 22:49:19,Aslak Hellesøy,26,0,New --out option
feb8f2f,2008-10-07 22:49:19,Aslak Hellesøy,26,0,New --out option
958c75c,2008-10-07 22:50:34,Aslak Hellesøy,26,0,A little doco doesn't hurt
42545ae,2008-10-07 22:50:34,Aslak Hellesøy,27,0,A little doco doesn't hurt
9dd1b78,2008-10-08 05:41:53,Bryan Helmkamp,27,0,"Merge commit 'aslakhellesoy/master'

Conflicts:
	lib/cucumber/cli.rb
	lib/cucumber/treetop_parser/fe"
e5bdb9a,2008-10-08 05:41:53,Bryan Helmkamp,27,0,"Merge commit 'aslakhellesoy/master'

Conflicts:
	lib/cucumber/cli.rb
	lib/cucumber/treetop_parser/fe"
1957312,2008-10-09 14:32:52,Daniel Lucraft,27,0,Fixed ambiguous steps to raise an error
c05c7c6,2008-10-09 14:32:52,Daniel Lucraft,27,0,Fixed ambiguous steps to raise an error
7cbbc40,2008-10-10 01:15:42,unknown,27,0,Show the file and line number for scenarios as a comment when displaying with the pretty formatter
5d94780,2008-10-10 01:15:42,unknown,27,0,Show the file and line number for scenarios as a comment when displaying with the pretty formatter
ff6cb51,2008-10-10 04:40:22,David Chelimsky,27,0,"reverse incorrectly ordered args in When /^I select ""(.*)"" from ""(.*)""$/ [#43 state:resolved]"
ec0e565,2008-10-10 04:40:22,David Chelimsky,27,0,"reverse incorrectly ordered args in When /^I select ""(.*)"" from ""(.*)""$/ [#43 state:resolved]"
248a17a,2008-10-10 14:17:45,Joseph Wilk,27,0,Refactoring padding calculations to prevent repeating the same calculation a number of times
af536d3,2008-10-10 14:17:45,Joseph Wilk,16,0,Refactoring padding calculations to prevent repeating the same calculation a number of times
9a3cb7a,2008-10-10 15:01:39,Aslak Hellesøy,16,0,Addapt grammar for asian languages
a9ec8e5,2008-10-10 15:01:39,Aslak Hellesøy,27,0,Addapt grammar for asian languages
6748998,2008-10-10 16:37:54,Joseph Wilk,27,0,Fixed bug where indent was not being respected when scenario was larger than step.
0c5b70e,2008-10-10 16:37:54,Joseph Wilk,27,0,Fixed bug where indent was not being respected when scenario was larger than step.
4f545e8,2008-10-10 20:20:42,Joseph Wilk,27,0,Show the feature file as a comment for the feature when displaying with the pretty formatter
bcf310a,2008-10-10 20:20:42,Joseph Wilk,27,0,Show the feature file as a comment for the feature when displaying with the pretty formatter
9c910b0,2008-10-10 22:21:18,Joseph Wilk,27,0,Drying up some of the specs for source option
03519bb,2008-10-10 22:21:18,Joseph Wilk,27,0,Drying up some of the specs for source option
3363900,2008-10-11 17:01:00,Joseph Wilk,27,0,Show the feature file and line for pending steps as a comment when displaying with the pretty format
8544f4a,2008-10-11 17:01:00,Joseph Wilk,27,0,Show the feature file and line for pending steps as a comment when displaying with the pretty format
104d476,2008-10-11 17:05:17,Joseph Wilk,27,0,update history for pending feature file/line
79eb375,2008-10-11 17:05:17,Joseph Wilk,27,0,update history for pending feature file/line
6a870cd,2008-10-11 17:09:15,Aslak Hellesøy,27,0,Merge branch 'master' of git://github.com/JoeSniff/cucumber
55ca628,2008-10-11 17:09:15,Aslak Hellesøy,27,0,Merge branch 'master' of git://github.com/JoeSniff/cucumber
87fc7c5,2008-10-11 20:23:24,David Chelimsky,27,0,Merge branch 'aslakhellesoy/master'
53af484,2008-10-11 20:23:24,David Chelimsky,27,0,Merge branch 'aslakhellesoy/master'
2301a4d,2008-10-11 21:58:34,Aslak Hellesøy,27,0,Merge branch 'master' of git://github.com/dchelimsky/cucumber
93501cb,2008-10-11 21:58:34,Aslak Hellesøy,27,0,Merge branch 'master' of git://github.com/dchelimsky/cucumber
8f5af10,2008-10-11 21:59:24,Aslak Hellesøy,27,0,Keep History.txt uptodate
c94d769,2008-10-11 21:59:24,Aslak Hellesøy,27,0,Keep History.txt uptodate
b5935c4,2008-10-11 22:15:24,Aslak Hellesøy,27,0,ActionMailer delivery_method should not be set to test [#41 status:resolved]
721e621,2008-10-11 22:15:24,Aslak Hellesøy,27,0,ActionMailer delivery_method should not be set to test [#41 status:resolved]
f2fec2b,2008-10-12 01:00:02,David Chelimsky,27,0,Merge branch 'aslakhellesoy/master'
e7135e6,2008-10-12 01:00:02,David Chelimsky,27,0,Merge branch 'aslakhellesoy/master'
8498f39,2008-10-13 02:23:32,Aslak Hellesøy,27,0,Add task for compiling English grammar only. Faster during dev.
1ae0ec7,2008-10-13 02:23:32,Aslak Hellesøy,27,0,Add task for compiling English grammar only. Faster during dev.
371e838,2008-10-13 02:56:18,Aslak Hellesøy,27,0,"IMPORTANT - Tables must be prefixed with ""More Examples"""
082b9c8,2008-10-13 02:56:18,Aslak Hellesøy,27,0,"IMPORTANT - Tables must be prefixed with ""More Examples"""
9bf452e,2008-10-13 11:54:38,Aslak Hellesøy,27,0,Update generator with new table keyword
07ad45e,2008-10-13 11:54:38,Aslak Hellesøy,27,0,Update generator with new table keyword
8e3bf8a,2008-10-13 15:15:13,Aslak Hellesøy,27,0,Multiline step support [#4 status:resolved]
ce3d8a6,2008-10-13 15:15:13,Aslak Hellesøy,27,0,Multiline step support [#4 status:resolved]
b3e4986,2008-10-13 15:18:41,Aslak Hellesøy,27,0,Update manifest
de1da70,2008-10-13 15:18:41,Aslak Hellesøy,27,0,Update manifest
f56263a,2008-10-13 17:03:18,David Chelimsky,27,0,update Manifest
f5780bd,2008-10-13 17:03:18,David Chelimsky,27,0,update Manifest
5eddb5a,2008-10-14 17:24:13,Sjoerd Tieleman,27,0,"Added ""nl"" (Dutch) to languages"
afc2bad,2008-10-14 17:24:13,Sjoerd Tieleman,28,0,"Added ""nl"" (Dutch) to languages"
d5b6a6b,2008-10-15 01:55:20,Aslak Hellesøy,28,0,Extract method
4f7145e,2008-10-15 01:55:20,Aslak Hellesøy,28,0,Extract method
4e925c8,2008-10-15 01:55:48,Aslak Hellesøy,28,0,Add accessor to access raw table data
ae6321e,2008-10-15 01:55:48,Aslak Hellesøy,28,0,Add accessor to access raw table data
1255d7c,2008-10-15 02:03:37,Aslak Hellesøy,28,0,Merge branch 'master' of git://github.com/tieleman/cucumber
0ff4031,2008-10-15 02:03:37,Aslak Hellesøy,28,0,Merge branch 'master' of git://github.com/tieleman/cucumber
5c65a2f,2008-10-15 02:05:37,Aslak Hellesøy,28,0,Added Dutch
6f18c85,2008-10-15 02:05:37,Aslak Hellesøy,28,0,Added Dutch
f1bc29c,2008-10-15 18:21:05,Aslak Hellesøy,28,0,Remove trailing slash
2a5c70c,2008-10-15 18:21:05,Aslak Hellesøy,28,0,Remove trailing slash
74a47e0,2008-10-15 18:26:07,Aslak Hellesøy,28,0,Removed the /^I go to (.*)$/ step from common_webrat.rb
cdd5c51,2008-10-15 18:26:07,Aslak Hellesøy,28,0,Removed the /^I go to (.*)$/ step from common_webrat.rb
af7981a,2008-10-15 22:02:19,Liming Lian,28,0,"Add ""zh-CN"" -- Chinese(Simplified) to languages and Chinese caculator example"
e0be7f6,2008-10-15 22:02:19,Liming Lian,28,0,"Add ""zh-CN"" -- Chinese(Simplified) to languages and Chinese caculator example"
9cb03aa,2008-10-15 22:26:15,Aslak Hellesøy,28,0,Merge branch 'master' of git://github.com/limlian/cucumber
36b112f,2008-10-15 22:26:15,Aslak Hellesøy,28,0,Merge branch 'master' of git://github.com/limlian/cucumber
81b0471,2008-10-15 22:32:58,Aslak Hellesøy,28,0,中国黄瓜-感谢你连黎明
308a58f,2008-10-15 22:32:58,Aslak Hellesøy,28,0,中国黄瓜-感谢你连黎明
cbf27f8,2008-10-15 23:31:41,Aslak Hellesøy,28,0,Fix manifest
119e3f4,2008-10-15 23:31:41,Aslak Hellesøy,29,0,Fix manifest
16511e3,2008-10-16 08:24:15,Daniel Cadenas,29,0,Renamed Calculador.rb to calculador.rb so that spanish example runs also in linux
e497d17,2008-10-16 08:24:15,Daniel Cadenas,29,0,Renamed Calculador.rb to calculador.rb so that spanish example runs also in linux
ab79b70,2008-10-16 13:08:42,Daniel Cadenas,29,0,Fixed some spec descriptions
1b5c199,2008-10-16 13:08:42,Daniel Cadenas,29,0,Fixed some spec descriptions
08c378d,2008-10-16 15:06:46,Daniel Cadenas,29,0,Improved the display of row scenarios when using pretty_formatter
69ba893,2008-10-16 15:06:46,Daniel Cadenas,29,0,Improved the display of row scenarios when using pretty_formatter
566bc36,2008-10-16 17:20:07,Daniel Cadenas,29,0,Refactored pretty_formatter to prepare to fix column widths
5ab6ff0,2008-10-16 17:20:07,Daniel Cadenas,31,0,Refactored pretty_formatter to prepare to fix column widths
5d0eb41,2008-10-16 18:29:57,Daniel Cadenas,31,0,DRY refactor
a825f0a,2008-10-16 18:29:57,Daniel Cadenas,31,0,DRY refactor
3130247,2008-10-16 21:36:32,Daniel Cadenas,31,0,Alignment of pretty_formatter table columns
6b5ce50,2008-10-16 21:36:32,Daniel Cadenas,31,0,Alignment of pretty_formatter table columns
9e605b0,2008-10-16 22:08:51,Joseph Wilk,31,0,Adding a profile formatter
08a29b3,2008-10-16 22:08:51,Joseph Wilk,31,0,Adding a profile formatter
a32d37b,2008-10-16 22:09:50,Joseph Wilk,31,0,"Refactor, use string list rather than passing around whole step object. Make some specs less fragile"
9294a7a,2008-10-16 22:09:50,Joseph Wilk,31,0,"Refactor, use string list rather than passing around whole step object. Make some specs less fragile"
c3aab42,2008-10-16 23:07:29,Joseph Wilk,31,0,Use constants in profiling title
35de5bb,2008-10-16 23:07:29,Joseph Wilk,31,0,Use constants in profiling title
e551f6f,2008-10-17 01:15:18,dcadenas,31,0,corrected more_examples translation to spanish
6021598,2008-10-17 01:15:18,dcadenas,28,0,corrected more_examples translation to spanish
0a5779e,2008-10-17 14:58:29,Joseph Wilk,28,0,Added a spec to test step invocation ordering
9426b65,2008-10-17 14:58:29,Joseph Wilk,28,0,Added a spec to test step invocation ordering
ac3bcd6,2008-10-17 16:24:27,Joseph Wilk,28,0,Refactoring variable names to increase clarity
4b05748,2008-10-17 16:24:27,Joseph Wilk,28,0,Refactoring variable names to increase clarity
5f723dd,2008-10-17 17:57:19,Joseph Wilk,28,0,Merging latest head
a3fe54f,2008-10-17 17:57:19,Joseph Wilk,29,0,Merging latest head
2ed4ad3,2008-10-18 06:35:32,Dr Nic Williams,29,0,moved generators into rails-specific rails_generators folder so not polluting generator scope-namesp
